precision_recall_exp;precision_recall_baseline;exp_ndcg_at_3;baseline_ndcg_at_3;exp_ndcg_at_5;baseline_ndcg_at_5;baseline_ndcg_at_10;exp_ndcg_at_10;number_item_rated_by_user
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2698
0.9;0.0;0.7340548816448984;0.0;0.7659739594985974;0.0;0.0;0.9099720708782898;140
1.0;0.2;0.942120398000711;0.22716900110946325;0.7362908492120823;0.2026252871790887;0.1517386745657732;0.8566955683296174;34
1.0;0.0;1.0;0.0;0.9679313972636354;0.0;0.0;0.9511884407369237;260
1.0;0.1;1.0;0.17203186379291516;0.9269230266729627;0.12367934133406452;0.09818606043625708;0.9822435886329781;128
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;722
0.2;0.0;0.5699756314726677;0.0;0.4122187546363173;0.0;0.0;0.32456987702785933;1346
1.0;0.3;0.9356309610605524;0.0;0.8862429354425179;0.13577381848446524;0.1951762781347971;0.9656877860993612;50
